Unnamed: 0,DISTANCE,UNIQUE_CARRIER,REGION,CARRIER,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN,ORIGIN_COUNTRY,ORIGIN_WAC,DEST,DEST_COUNTRY,DEST_WAC,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS
59172,1513.0,MQ,D,MQ,3,3,DFW,US,74,YUL,CA,941,2018,4,12,4,F
21472,748.0,MQ,D,MQ,3,3,YUL,CA,941,ORD,US,41,2012,3,7,2,F
21224,588.0,YX,D,YX,2,2,CLT,US,36,YYZ,CA,936,2012,1,2,2,F
12756,994.0,9E,D,9E,2,2,YUL,CA,941,ATL,US,34,2011,1,2,2,F
46103,1172.0,09Q,D,09Q,1,1,YEG,CA,916,SJC,US,91,2016,4,11,3,L
51013,746.0,FX,D,FX,3,3,IND,US,42,YMX,CA,941,2017,2,6,2,G
38098,998.0,AA,D,AA,3,3,YEG,CA,916,RNO,US,85,2015,3,9,2,F
52311,453.0,OO,D,OO,3,3,SEA,US,93,YYC,CA,916,2017,3,9,1,F
8942,812.0,FX,D,FX,3,3,YYZ,CA,936,MEM,US,54,2011,3,7,2,G
32689,655.0,S5,D,S5,2,2,YOW,CA,936,ORD,US,41,2014,2,6,2,F
47662,1019.0,S5,D,S5,2,2,YEG,CA,916,DEN,US,82,2016,3,8,3,F
3826,739.0,OH (1),D,OH,3,3,ATL,US,34,YYZ,CA,936,2010,4,12,2,F
22188,1404.0,AA,D,AA,3,3,YUL,CA,941,MIA,US,33,2012,4,11,3,F
31116,73.0,KAH,D,KAH,1,6,LKE,US,93,YWH,CA,906,2014,3,9,1,L
12205,377.0,YX,D,YX,2,2,PHL,US,23,YOW,CA,936,2011,3,8,1,F
21063,394.0,ZW,D,ZW,2,2,PHL,US,23,YUL,CA,941,2012,3,8,1,F
45408,70.0,KAH,D,KAH,1,6,KEH,US,93,YWH,CA,906,2016,3,8,1,L
40470,449.0,AX,D,AX,1,5,IAD,US,38,YOW,CA,936,2015,4,10,1,F
34365,1374.0,US,D,US,3,3,YEG,CA,916,PHX,US,81,2014,3,9,3,F
31813,198.0,KAH,D,KAH,1,6,YCF,CA,906,KEH,US,93,2014,3,8,1,F
37913,793.0,5X,D,5X,3,3,SDF,US,52,YMX,CA,941,2015,3,7,2,G
35650,366.0,MQ,D,MQ,3,3,JFK,US,22,YYZ,CA,936,2014,3,8,1,F
18321,2344.0,UA,D,UA,3,3,YVR,CA,906,IAD,US,38,2012,3,8,5,F
4719,489.0,S5,D,S5,2,2,IAD,US,38,YUL,CA,941,2010,2,6,1,F
11679,655.0,S5,D,S5,2,2,YOW,CA,936,ORD,US,41,2011,4,12,2,F
23494,793.0,5X,D,5X,3,3,YMX,CA,941,SDF,US,52,2013,4,12,2,G
2618,1630.0,XJ,D,XJ,2,2,DFW,US,74,YEG,CA,916,2010,4,12,4,F
60008,214.0,G7,D,G7,2,2,DTW,US,43,YYZ,CA,936,2018,1,2,1,F
39670,2366.0,UA,D,UA,3,3,DCA,US,38,YVR,CA,906,2015,2,6,5,F
45412,86.0,KAH,D,KAH,1,6,LKE,US,93,YYJ,CA,906,2016,4,10,1,L
60669,436.0,MQ,D,MQ,3,3,ORD,US,41,YYZ,CA,936,2018,3,7,1,F
58861,436.0,OO,D,OO,3,3,YYZ,CA,936,ORD,US,41,2018,2,5,1,F
39672,1532.0,5Y,I,5Y,3,3,DAL,US,74,YYC,CA,916,2015,1,3,4,L
32248,441.0,RP,A,RP,2,2,JFK,US,22,YQB,CA,941,2014,1,1,1,F
11407,2724.0,UA,D,UA,3,3,YVR,CA,906,LIH,US,2,2011,2,5,6,F
28743,347.0,ZW,D,ZW,2,2,PHL,US,23,YYZ,CA,936,2013,2,5,1,F
37221,1641.0,AMQ,I,AMQ,1,4,ELP,US,74,YHM,CA,936,2015,4,11,4,P
24319,1878.0,UA,D,UA,3,3,YVR,CA,906,SAT,US,74,2013,1,3,4,F
36240,127.0,QX,D,QX,2,2,SEA,US,93,YVR,CA,906,2014,3,7,1,F
12235,346.0,S5,D,S5,2,2,YYZ,CA,936,IAD,US,38,2011,1,2,1,F
7683,1080.0,AS,D,AS,3,3,LAX,US,91,YVR,CA,906,2010,1,2,3,F
19816,1280.0,EV,D,EV,2,2,YYZ,CA,936,IAH,US,74,2012,2,5,3,F
43023,588.0,YX,L,YX,2,2,CLT,US,36,YYZ,CA,936,2015,1,2,2,F
37302,1682.0,9S,I,9S,2,2,YEG,CA,916,CVG,US,52,2015,3,7,4,P
10074,970.0,S5,D,S5,2,2,YUL,CA,941,STL,US,64,2011,4,10,2,F
33677,366.0,RP,D,RP,2,2,JFK,US,22,YYZ,CA,936,2014,3,7,1,F
28207,530.0,9E,D,9E,2,2,DTW,US,43,YUL,CA,941,2013,2,4,2,F
23417,460.0,5X,D,5X,3,3,YHM,CA,936,SDF,US,52,2013,4,11,1,G
22278,1233.0,AA,D,AA,3,3,YYZ,CA,936,MIA,US,33,2012,4,11,3,F
44610,700.0,5Y,I,5Y,3,3,RCA,US,67,YYC,CA,916,2016,2,6,2,L
21141,214.0,EV,D,EV,2,2,YYZ,CA,936,DTW,US,43,2012,2,4,1,F
44253,397.0,U7,I,U7,2,2,YHM,CA,936,GYY,US,42,2016,1,1,1,P
5420,994.0,9E,D,9E,2,2,YUL,CA,941,ATL,US,34,2010,4,11,2,F
34205,1051.0,OO,D,OO,3,3,MSP,US,63,YYC,CA,916,2014,2,4,3,F
57341,406.0,04Q,D,04Q,1,6,HPN,US,22,YXU,CA,936,2018,2,5,1,L
17510,1962.0,US,D,US,3,3,YVR,CA,906,DTW,US,43,2012,4,12,4,F
11685,751.0,ZW,D,ZW,2,2,CLT,US,36,YOW,CA,936,2011,2,5,2,F
11876,1357.0,EV,D,EV,2,2,YHZ,CA,951,ATL,US,34,2011,3,8,3,F
52332,1114.0,MQ,D,MQ,3,3,YYZ,CA,936,OKC,US,73,2017,2,4,3,F
58913,359.0,AX,D,AX,1,5,YYZ,CA,936,DCA,US,38,2018,1,2,1,F
60295,1523.0,MQ,D,MQ,3,3,YYC,CA,916,DFW,US,74,2018,4,10,4,F
24826,348.0,DL,D,DL,3,3,YYZ,CA,936,EWR,US,21,2013,1,2,1,L
51982,310.0,DL,D,DL,3,3,YOW,CA,936,HPN,US,22,2017,4,12,1,L
7302,748.0,MQ,D,MQ,3,3,ORD,US,41,YUL,CA,941,2010,3,7,2,F
31355,641.0,ZW,D,ZW,2,2,BNA,US,54,YYZ,CA,936,2014,1,1,2,F
2677,267.0,2F,D,2F,1,5,FAI,US,1,YDA,CA,911,2010,1,2,1,L
26878,1224.0,YV,D,YV,2,2,PHX,US,81,YYC,CA,916,2013,2,6,3,F
8824,395.0,5X,D,5X,3,3,MSP,US,63,YWG,CA,926,2011,4,10,1,G
9154,298.0,KAH,D,KAH,1,6,KEH,US,93,YGN,CA,906,2011,3,8,1,F
2026,395.0,04Q,D,04Q,1,6,YXU,CA,936,TEB,US,21,2010,3,9,1,L
54320,395.0,DL,D,DL,3,3,YWG,CA,926,MSP,US,63,2017,2,6,1,F
48453,748.0,EV,D,EV,3,3,YUL,CA,941,ORD,US,41,2016,1,3,2,F
43560,436.0,MQ,D,MQ,3,3,YYZ,CA,936,ORD,US,41,2015,4,12,1,F
43170,366.0,9E,D,9E,2,2,YYZ,CA,936,JFK,US,22,2015,4,10,1,F
7499,356.0,MQ,D,MQ,3,3,YYZ,CA,936,LGA,US,22,2010,2,6,1,F
1616,746.0,OH (1),D,OH,3,3,YUL,CA,941,MDW,US,41,2010,1,2,2,F
27459,720.0,OO,D,OO,3,3,YYC,CA,916,SLC,US,87,2013,2,5,2,F
28904,357.0,MQ,D,MQ,3,3,LGA,US,22,YYZ,CA,936,2013,4,11,1,F
49101,348.0,EV,D,EV,3,3,YYZ,CA,936,EWR,US,21,2016,2,6,1,F
17351,1231.0,S5,D,S5,2,2,DSM,US,61,YEG,CA,916,2012,3,7,3,F
39543,327.0,09Q,D,09Q,1,4,LGA,US,22,YOW,CA,936,2015,1,1,1,L
8529,1035.0,FX,D,FX,3,3,MEM,US,54,YOW,CA,936,2011,4,12,3,G
14574,452.0,QX,D,QX,2,2,YYC,CA,916,SEA,US,93,2011,4,10,1,F
38084,739.0,S5,D,S5,2,2,YYZ,CA,936,ATL,US,34,2015,3,8,2,F
56565,990.0,5X,D,5X,3,3,YWG,CA,926,SDF,US,52,2018,2,6,2,G
11249,455.0,YX,D,YX,2,2,YHZ,CA,951,PVD,US,15,2011,3,9,1,F
11460,662.0,9E,D,9E,2,2,JFK,US,22,YYG,CA,956,2011,3,9,2,F
5413,994.0,9E,D,9E,2,2,YUL,CA,941,ATL,US,34,2010,4,12,2,F
31673,73.0,KAH,D,KAH,1,6,YWH,CA,906,LKE,US,93,2014,2,5,1,L
15222,1081.0,AS,D,AS,3,3,YVR,CA,906,LAX,US,91,2011,3,8,3,F
12155,655.0,AX,D,AX,1,5,YOW,CA,936,ORD,US,41,2011,3,9,2,F
28941,214.0,9E,D,9E,2,2,DTW,US,43,YYZ,CA,936,2013,2,5,1,F
44578,598.0,5X,D,5X,3,3,YWG,CA,926,OMA,US,65,2016,3,9,2,G
17919,916.0,YX,D,YX,2,2,JAX,US,33,YYZ,CA,936,2012,2,4,2,F
34194,880.0,EV,D,EV,3,3,YQB,CA,941,ORD,US,41,2014,2,5,2,F
35350,748.0,OO,D,OO,3,3,ORD,US,41,YUL,CA,941,2014,4,11,2,F
5917,730.0,OO,D,OO,3,3,YQR,CA,921,DEN,US,82,2010,4,12,2,F
18139,446.0,DL,D,DL,3,3,BOS,US,13,YYZ,CA,936,2012,4,11,1,L
57806,783.0,DL,D,DL,3,3,YWG,CA,926,DEN,US,82,2018,4,11,2,L
52430,1342.0,SY,D,SY,2,2,IFP,US,81,YWG,CA,926,2017,2,6,3,L
52377,530.0,EV,D,EV,3,3,YUL,CA,941,DTW,US,43,2017,3,8,2,F
43194,588.0,YX,L,YX,2,2,YYZ,CA,936,CLT,US,36,2015,2,6,2,F
25377,1199.0,DL,D,DL,3,3,YYZ,CA,936,DFW,US,74,2013,3,9,3,L
51223,1548.0,UA,D,UA,3,3,YYZ,CA,936,BZN,US,84,2017,4,12,4,F
52256,328.0,YX,L,YX,2,2,EWR,US,21,YOW,CA,936,2017,2,6,1,F
60126,899.0,UA,D,UA,3,3,DEN,US,82,YYC,CA,916,2018,4,11,2,F
13877,797.0,OO,D,OO,3,3,YVR,CA,906,SLC,US,87,2011,1,3,2,F
37932,1944.0,FX,D,FX,3,3,MEM,US,54,YVR,CA,906,2015,3,7,4,G
53078,436.0,EV,D,EV,3,3,ORD,US,41,YYZ,CA,936,2017,3,7,1,F
18334,2148.0,UA,D,UA,3,3,YVR,CA,906,BUF,US,22,2012,3,8,5,F
30834,201.0,KAH,D,KAH,1,6,YR1,CA,906,KEH,US,93,2014,3,8,1,L
35840,1051.0,DL,D,DL,3,3,MSP,US,63,YYC,CA,916,2014,3,9,3,F
57273,420.0,04Q,D,04Q,1,6,GON,US,11,YYZ,CA,936,2018,3,8,1,L
57489,1239.0,27Q,I,27Q,1,1,YUL,CA,941,ORL,US,33,2018,2,5,3,L
53549,797.0,OO,D,OO,3,3,SLC,US,87,YVR,CA,906,2017,1,3,2,F
39429,352.0,DL,D,DL,3,3,YYZ,CA,936,HPN,US,22,2015,1,3,1,L
54339,395.0,DL,D,DL,3,3,YWG,CA,926,MSP,US,63,2017,2,5,1,F
45029,1113.0,FX,D,FX,3,3,YMX,CA,941,MEM,US,54,2016,4,11,3,G
55540,1081.0,CP (2),D,CP,2,2,LAX,US,91,YVR,CA,906,2017,2,4,3,F
20976,796.0,CP (2),D,CP,2,2,YXE,CA,921,MSP,US,63,2012,4,12,2,F
6728,1224.0,YV,D,YV,2,2,PHX,US,81,YYC,CA,916,2010,2,5,3,F
49772,1764.0,UA,D,UA,3,3,ORD,US,41,YVR,CA,906,2016,1,3,4,F
16003,1999.0,5X,D,5X,3,3,YVR,CA,906,SDF,US,52,2012,2,4,4,G
51519,2031.0,UA,D,UA,3,3,YYC,CA,916,RDU,US,36,2017,3,9,5,F
48548,739.0,EV,D,EV,3,3,YYZ,CA,936,ATL,US,34,2016,1,2,2,F
34630,796.0,CP (2),D,CP,2,2,MSP,US,63,YXE,CA,921,2014,3,9,2,F
43327,1230.0,US,D,US,3,3,YVR,CA,906,PHX,US,81,2015,1,2,3,F
15959,127.0,EM,D,EM,1,5,YVR,CA,906,SEA,US,93,2012,3,9,1,G
8235,133.0,U7,I,U7,2,2,YIP,US,43,YXU,CA,936,2011,1,1,1,P
8806,960.0,5X,D,5X,3,3,YYC,CA,916,FSD,US,67,2011,2,5,2,G
574,1854.0,AMQ,D,AMQ,1,4,IAH,US,74,YEG,CA,916,2010,1,3,4,P
49414,453.0,OO,D,OO,3,3,YYC,CA,916,SEA,US,93,2016,2,5,1,F
44742,1706.0,FX,D,FX,3,3,YEG,CA,916,MEM,US,54,2016,1,2,4,G
24594,1973.0,US,D,US,3,3,ATL,US,34,YEG,CA,916,2013,3,9,4,F
49224,1280.0,YV,D,YV,2,2,IAH,US,74,YYZ,CA,936,2016,4,12,3,F
9056,496.0,5X,D,5X,3,3,SDF,US,52,YYZ,CA,936,2011,4,12,1,G
39382,353.0,OO,D,OO,3,3,ORD,US,41,YXU,CA,936,2015,1,3,1,F
60307,127.0,OO,D,OO,3,3,YVR,CA,906,SEA,US,93,2018,2,6,1,F
26487,1162.0,EV,D,EV,3,3,EWR,US,21,YYT,CA,961,2013,4,11,3,F
3944,2429.0,DL,D,DL,3,3,EWR,US,21,YVR,CA,906,2010,2,6,5,F
35245,1162.0,UA,D,UA,3,3,EWR,US,21,YYT,CA,961,2014,3,8,3,F
19903,614.0,EV,D,EV,2,2,YHZ,CA,951,EWR,US,21,2012,2,6,2,F
14956,436.0,MQ,D,MQ,3,3,ORD,US,41,YYZ,CA,936,2011,4,12,1,F
9073,439.0,FX,D,FX,3,3,IND,US,42,YYZ,CA,936,2011,2,4,1,G
41225,797.0,OO,D,OO,3,3,YVR,CA,906,SLC,US,87,2015,4,12,2,F
10774,713.0,OH (1),D,OH,2,2,CVG,US,52,YUL,CA,941,2011,1,2,2,F
57603,121.0,KAH,D,KAH,1,6,LKE,US,93,CXH,CA,906,2018,2,4,1,F
58705,413.0,9E,D,9E,2,2,CVG,US,52,YYZ,CA,936,2018,4,12,1,F
45939,540.0,09Q,D,09Q,1,1,YYZ,CA,936,RDU,US,36,2016,1,2,2,L
24704,611.0,MQ,D,MQ,3,3,YUL,CA,941,GRR,US,43,2013,1,3,2,F
51892,193.0,UA,D,UA,3,3,CLE,US,44,YYZ,CA,936,2017,3,7,1,L
30036,1481.0,KLQ,I,KLQ,1,1,LRD,US,74,YXU,CA,936,2014,3,9,3,L
12189,803.0,ZW,D,ZW,2,2,CLT,US,36,YUL,CA,941,2011,3,7,2,F
56571,224.0,FX,D,FX,3,3,BUF,US,22,YOW,CA,936,2018,2,4,1,G
40939,333.0,S5,D,S5,2,2,YUL,CA,941,JFK,US,22,2015,3,9,1,F
8797,1706.0,FX,D,FX,3,3,YEG,CA,916,MEM,US,54,2011,2,5,4,G
25349,449.0,S5,D,S5,2,2,YOW,CA,936,IAD,US,38,2013,2,5,1,F
1577,340.0,9E,D,9E,2,2,YYZ,CA,936,FWA,US,42,2010,4,10,1,F
33193,796.0,DL,D,DL,3,3,YXE,CA,921,MSP,US,63,2014,4,11,2,F
45842,193.0,DL,D,DL,3,3,YYZ,CA,936,CLE,US,44,2016,1,2,1,L
27947,449.0,EV,D,EV,3,3,IAD,US,38,YOW,CA,936,2013,3,9,1,F
20775,345.0,EV,D,EV,2,2,YYZ,CA,936,IAD,US,38,2012,4,12,1,F
53058,73.0,KAH,D,KAH,1,6,YWH,CA,906,LKE,US,93,2017,2,5,1,F
15096,348.0,9L,D,9L,2,2,EWR,US,21,YYZ,CA,936,2011,3,8,1,F
34379,489.0,EV,D,EV,3,3,IAD,US,38,YUL,CA,941,2014,4,11,1,F
58956,127.0,OO,D,OO,3,3,SEA,US,93,YVR,CA,906,2018,4,10,1,F
47474,803.0,ZW,D,ZW,2,2,YUL,CA,941,CLT,US,36,2016,3,8,2,F
56959,1944.0,FX,D,FX,3,3,MEM,US,54,YVR,CA,906,2018,2,5,4,G
11192,1973.0,UA,D,UA,3,3,YYC,CA,916,DCA,US,38,2011,4,10,4,F
32614,1342.0,YX,L,YX,2,2,YWG,CA,926,IFP,US,81,2014,3,8,3,L
28689,1764.0,UA,D,UA,3,3,YVR,CA,906,ORD,US,41,2013,4,11,4,F
13560,529.0,OH (1),D,OH,2,2,YUL,CA,941,DTW,US,43,2011,1,3,2,F
55035,345.0,YV,D,YV,2,2,IAD,US,38,YYZ,CA,936,2017,4,12,1,F
5607,346.0,AX,D,AX,1,5,IAD,US,38,YYZ,CA,936,2010,3,9,1,F
1917,590.0,OH (1),D,OH,3,3,AVL,US,36,YYZ,CA,936,2010,4,12,2,F
19685,803.0,YX,D,YX,2,2,YUL,CA,941,CLT,US,36,2012,2,6,2,F
23867,2429.0,UA,D,UA,3,3,YVR,CA,906,EWR,US,21,2013,1,1,5,F
54510,324.0,9E,D,9E,2,2,YUL,CA,941,LGA,US,22,2017,1,2,1,F
53428,720.0,OO,D,OO,3,3,SLC,US,87,YYC,CA,916,2017,4,12,2,F
1768,588.0,OH (1),D,OH,3,3,YYZ,CA,936,CLT,US,36,2010,1,1,2,F
45800,588.0,DL,D,DL,3,3,YYZ,CA,936,CLT,US,36,2016,1,1,2,L
58444,345.0,DL,D,DL,3,3,IAD,US,38,YYZ,CA,936,2018,2,4,1,L
59196,366.0,MQ,D,MQ,3,3,JFK,US,22,YYZ,CA,936,2018,3,7,1,F
25184,1788.0,09Q,D,09Q,1,4,YXE,CA,921,BOS,US,13,2013,3,9,4,L
56979,1944.0,FX,D,FX,3,3,MEM,US,54,YVR,CA,906,2018,4,12,4,G
5026,193.0,C5,D,C5,1,6,CLE,US,44,YYZ,CA,936,2010,2,5,1,F
28645,707.0,EV,D,EV,3,3,YWG,CA,926,ORD,US,41,2013,3,7,2,F
29986,1999.0,5X,D,5X,3,3,YVR,CA,906,SDF,US,52,2014,3,8,4,G
39411,1425.0,DL,D,DL,3,3,SAT,US,74,YYZ,CA,936,2015,1,2,3,L
35778,655.0,EV,D,EV,3,3,ORD,US,41,YOW,CA,936,2014,3,8,2,F
30303,460.0,5X,D,5X,3,3,YHM,CA,936,SDF,US,52,2014,3,9,1,G
28078,1854.0,UA,D,UA,3,3,YEG,CA,916,IAH,US,74,2013,3,7,4,F
20019,1315.0,G7,D,G7,2,2,YYZ,CA,936,DEN,US,82,2012,4,10,3,F
34561,348.0,S5,D,S5,2,2,EWR,US,21,YYZ,CA,936,2014,3,7,1,F
58674,796.0,DL,D,DL,3,3,MSP,US,63,YXE,CA,921,2018,4,10,2,F
42744,613.0,EV,D,EV,3,3,EWR,US,21,YHZ,CA,951,2015,2,6,2,F
24876,1003.0,GL,I,GL,2,2,BUF,US,22,YWG,CA,926,2013,1,2,3,L
21713,678.0,9E,D,9E,2,2,YYZ,CA,936,MSP,US,63,2012,2,4,2,F
19143,436.0,EV,D,EV,2,2,ORD,US,41,YYZ,CA,936,2012,1,3,1,F
53434,327.0,9E,D,9E,2,2,LGA,US,22,YOW,CA,936,2017,4,12,1,F
57663,2597.0,UA,D,UA,3,3,YVR,CA,906,TPA,US,33,2018,2,4,6,F
58378,2410.0,UA,D,UA,3,3,YVR,CA,906,PHL,US,23,2018,2,6,5,F
23179,224.0,FX,D,FX,3,3,YOW,CA,936,BUF,US,22,2013,1,1,1,G
22015,357.0,MQ,D,MQ,3,3,YYZ,CA,936,LGA,US,22,2012,3,9,1,F
34657,489.0,G7,D,G7,2,2,YUL,CA,941,IAD,US,38,2014,3,7,1,F
50426,1349.0,U7,I,U7,2,2,SKF,US,74,YXU,CA,936,2017,2,6,3,P
53289,436.0,OO,D,OO,3,3,ORD,US,41,YYZ,CA,936,2017,1,3,1,F
15766,407.0,GFQ,D,GFQ,1,1,IND,US,42,YHM,CA,936,2012,3,8,1,P
54078,443.0,EV,D,EV,3,3,YQB,CA,941,EWR,US,21,2017,3,8,1,F
40833,1019.0,OO,D,OO,3,3,YEG,CA,916,DEN,US,82,2015,3,8,3,F
33607,588.0,ZW,D,ZW,2,2,YYZ,CA,936,CLT,US,36,2014,4,10,2,F
37181,1641.0,U7,I,U7,2,2,ELP,US,74,YHM,CA,936,2015,1,2,4,P
3883,2260.0,US,D,US,3,3,YYZ,CA,936,SFO,US,91,2010,1,1,5,F
29966,1627.0,KLQ,I,KLQ,1,1,YKF,CA,936,ELP,US,74,2014,4,10,4,P
23277,1999.0,5X,D,5X,3,3,YVR,CA,906,SDF,US,52,2013,1,1,4,G
54480,395.0,CP (2),D,CP,2,2,YWG,CA,926,MSP,US,63,2017,3,7,1,F
32033,420.0,DL,D,DL,3,3,YYZ,CA,936,MKE,US,45,2014,2,4,1,L
54047,219.0,QX,D,QX,2,2,YLW,CA,906,SEA,US,93,2017,3,9,1,F
41856,359.0,ZW,D,ZW,2,2,YYZ,CA,936,DCA,US,38,2015,1,2,1,F
42428,347.0,YX,L,YX,2,2,PHL,US,23,YYZ,CA,936,2015,4,10,1,F
24384,902.0,YX,L,YX,2,2,YHZ,CA,951,PIT,US,23,2013,4,12,2,F
28305,394.0,ZW,D,ZW,2,2,YUL,CA,941,PHL,US,23,2013,2,4,1,F
24716,950.0,DL,D,DL,3,3,YUL,CA,941,MSP,US,63,2013,3,7,2,F
21543,1018.0,OO,D,OO,3,3,SFO,US,91,YYC,CA,916,2012,1,2,3,F
6409,748.0,G7,D,G7,2,2,ORD,US,41,YUL,CA,941,2010,4,11,2,F
52725,1374.0,YV,D,YV,2,2,PHX,US,81,YEG,CA,916,2017,2,4,3,F
28351,1224.0,US,D,US,3,3,YYC,CA,916,PHX,US,81,2013,3,7,3,F
45989,1358.0,DL,D,DL,3,3,YEG,CA,916,LAX,US,91,2016,1,3,3,L
38896,70.0,KAH,D,KAH,1,6,KEH,US,93,YWH,CA,906,2015,3,7,1,L
40481,73.0,KAH,D,KAH,1,6,LKE,US,93,YWH,CA,906,2015,1,1,1,F
45624,2344.0,UA,D,UA,3,3,IAD,US,38,YVR,CA,906,2016,4,12,5,F
5705,880.0,OO,D,OO,3,3,ORD,US,41,YQB,CA,941,2010,3,9,2,F
4391,606.0,9L,D,9L,2,2,EWR,US,21,YQM,CA,946,2010,1,2,2,F
54750,796.0,OO,D,OO,3,3,MSP,US,63,YXE,CA,921,2017,4,10,2,F
5414,1114.0,OO,D,OO,3,3,YVR,CA,906,DEN,US,82,2010,4,10,3,F
24397,1903.0,UA,D,UA,3,3,YYC,CA,916,MSY,US,72,2013,2,4,4,F
43185,994.0,EV,D,EV,3,3,ATL,US,34,YUL,CA,941,2015,3,9,2,F
53730,797.0,OO,D,OO,3,3,SLC,US,87,YVR,CA,906,2017,3,7,2,F
28543,1374.0,US,D,US,3,3,YEG,CA,916,PHX,US,81,2013,1,2,3,F
4925,347.0,YX,D,YX,2,2,YYZ,CA,936,PHL,US,23,2010,3,9,1,F
23183,709.0,GFQ,D,GFQ,1,1,CHS,US,37,YHM,CA,936,2013,1,3,2,P
32318,546.0,GL,I,GL,2,2,DTW,US,43,YHU,CA,941,2014,1,1,2,L
5977,739.0,OH (1),D,OH,3,3,ATL,US,34,YYZ,CA,936,2010,1,1,2,F
26368,348.0,YX,L,YX,2,2,YYZ,CA,936,EWR,US,21,2013,1,1,1,F
17756,2627.0,UA,D,UA,3,3,YVR,CA,906,MCO,US,33,2012,3,9,6,F
33255,1198.0,OO,D,OO,3,3,DEN,US,82,YMM,CA,916,2014,2,5,3,F
57450,1116.0,27Q,I,27Q,1,1,YUL,CA,941,MEM,US,54,2018,2,5,3,L
9534,1058.0,YX,D,YX,2,2,YHZ,CA,951,ILM,US,36,2011,4,11,3,F
37971,812.0,FX,D,FX,3,3,YYZ,CA,936,MEM,US,54,2015,3,8,2,G
40365,359.0,MQ,D,MQ,3,3,YYZ,CA,936,DCA,US,38,2015,3,9,1,F
53227,797.0,CP (2),D,CP,2,2,SLC,US,87,YVR,CA,906,2017,3,8,2,F
48108,214.0,9E,D,9E,2,2,YYZ,CA,936,DTW,US,43,2016,1,1,1,F
18380,994.0,YX,D,YX,2,2,ATL,US,34,YUL,CA,941,2012,2,4,2,F
38700,183.0,KAH,D,KAH,1,6,KEH,US,93,CN4,CA,906,2015,3,8,1,F
8299,136.0,FX,D,FX,3,3,YWG,CA,926,GFK,US,66,2011,3,7,1,G
27872,395.0,CP (2),D,CP,2,2,YWG,CA,926,MSP,US,63,2013,1,1,1,F
9886,128.0,KAH,D,KAH,1,6,BFI,US,93,YCD,CA,906,2011,2,4,1,L
43219,588.0,YX,L,YX,2,2,CLT,US,36,YYZ,CA,936,2015,1,1,2,F
18166,204.0,DL,D,DL,3,3,YYZ,CA,936,PTK,US,43,2012,1,1,1,L
7070,1315.0,S5,D,S5,2,2,YYZ,CA,936,DEN,US,82,2010,3,7,3,F
49421,1081.0,CP (2),D,CP,2,2,YVR,CA,906,LAX,US,91,2016,4,10,3,F
20626,1315.0,G7,D,G7,2,2,DEN,US,82,YYZ,CA,936,2012,4,10,3,F
48841,366.0,9E,D,9E,2,2,YYZ,CA,936,JFK,US,22,2016,1,1,1,F
14049,2259.0,UA,D,UA,3,3,SFO,US,91,YYZ,CA,936,2011,3,9,5,F
4688,1019.0,OO,D,OO,3,3,DEN,US,82,YEG,CA,916,2010,4,11,3,F
58624,1681.0,GL,I,GL,2,2,YQX,CA,961,IND,US,42,2018,1,3,4,L
39167,1079.0,AMQ,I,AMQ,1,4,BNA,US,54,YQB,CA,941,2015,3,7,3,L
54278,219.0,QX,D,QX,2,2,YLW,CA,906,SEA,US,93,2017,2,4,1,F
21450,345.0,EV,D,EV,2,2,IAD,US,38,YYZ,CA,936,2012,3,7,1,F
44541,478.0,U7,I,U7,2,2,TDF,US,36,YHM,CA,936,2016,4,12,1,P
24775,2793.0,US,D,US,3,3,FLL,US,33,YVR,CA,906,2013,1,1,6,F
56302,210.0,AMQ,D,AMQ,1,4,MFD,US,44,YHM,CA,936,2018,2,5,1,P
27338,856.0,EV,D,EV,3,3,YXE,CA,921,DEN,US,82,2013,4,10,2,F
32951,214.0,DL,D,DL,3,3,DTW,US,43,YYZ,CA,936,2014,1,3,1,F
45573,983.0,27Q,I,27Q,1,1,TTN,US,21,YJT,CA,961,2016,4,10,2,L
59258,1086.0,OO,D,OO,3,3,MSP,US,63,YEG,CA,916,2018,2,6,3,F
9844,1294.0,OO,D,OO,3,3,PSP,US,91,YQR,CA,921,2011,3,9,3,F
44948,746.0,FX,D,FX,3,3,IND,US,42,YMX,CA,941,2016,3,9,2,G
23546,440.0,FX,D,FX,3,3,YYZ,CA,936,IND,US,42,2013,2,5,1,G
6982,347.0,ZW,D,ZW,2,2,YYZ,CA,936,PHL,US,23,2010,4,11,1,F
2611,1240.0,DL,D,DL,3,3,YYC,CA,916,MCI,US,64,2010,3,9,3,F
8711,122.0,ABX,D,ABX,2,2,BFI,US,93,YVR,CA,906,2011,3,9,1,G
42411,692.0,YX,L,YX,2,2,YHZ,CA,951,PHL,US,23,2015,3,9,2,F
20652,856.0,OO,D,OO,3,3,YXE,CA,921,DEN,US,82,2012,4,10,2,F
41289,899.0,OO,D,OO,3,3,DEN,US,82,YYC,CA,916,2015,3,7,2,F
56462,344.0,FX,D,FX,3,3,YMX,CA,941,EWR,US,21,2018,2,4,1,G
39111,1548.0,S5,D,S5,2,2,YYC,CA,916,IND,US,42,2015,3,9,4,F
